0	10000
0	500000
0	5000000
0	50000000
0	100000
0	50000
0	50000
0	1000000
0	1000000
0	10000
0	1000000
0	1000000
0	10000000
0	100000
0	100000
0	5000
0	500000
0	10000
0	5000000
0	10000000
0	100000
0	100000
0	500000
0	100000
0	50000
0	10000
0	500000
0	100000
0	10000
0	100000
0	100000
0	50000
0	100000
0	100000
0	10000
0	100000
0	500000
0	5000000
0	10000
0	500000
0	10000
0	100000
0	10000000
0	100000
0	10000
0	10000000
0	100000
0	100000
0	100000
0	100000
0	1000000
0	100000
0	1000000
0	100000
0	100000
0	100000
0	50000
0	100000
0	100000
0	100000
0	10000
0	100000
0	1000000
0	100000
0	100000
0	10000
0	50000
0	5000000
0	100000
0	5000000
0	5000000
0	500000
0	10000000
0	100000
0	500000
0	50000
0	100000
0	1000000
0	100000
0	1000000
0	50000
0	1000000
0	500000
0	100000
0	1000000
0	1000000
0	100000
0	100000
0	1000000
0	100000
0	100000
0	1000000
0	1000000
0	1000000
0	1000000
0	500000
0	500000
0	100000
0	500000
0	1000000
0	100000
0	500000
0	1000000
0	500000
0	100000
0	1000000
0	50000
0	1000000
0	10000
0	1000000
0	100000
0	10000
0	50000
0	100000
0	10000
0	10000
0	10000
0	10000000
0	500000
0	1000000
0	50000
0	10000
0	1000000
0	50000
0	500000
0	500000
0	100000
0	10000
0	5000
0	10000
0	10000
0	100000
0	5000
0	100000
0	10000
0	10000
0	1000000
0	50000
0	10000
0	100000000
0	50000
0	100000
0	10000000
0	100000000
0	10000000
0	10000000
0	10000000
0	100000
0	1000000
0	10000000
0	500000
0	1000000
0	1000000000
0	5000000
0	100000
0	10000000
0	500000
0	10000000
0	1000000
0	1000000
0	500000
0	1000000
0	500000
0	10000
0	5000000
0	100000
0	5000000
0	500000
0	1000000
0	500000
0	500000
0	1000000
0	5000000
0	10000000
0	100000
0	100000
0	100000
0	50000
0	500000
0	10000000
0	50000
0	1000000
0	1000000
0	1000000
0	500000
0	100000
0	10000000
0	10000000
0	50000000
0	10000000
0	5000000
0	1000000
0	50000000
0	5000000
0	100000000
0	1000000
0	1000000
0	500000
0	10000000
0	5000000
0	1000000
0	50000000
0	10000000
0	1000000
0	10000000
0	5000000
0	5000000
0	5000000
0	5000000
0	100000
0	1000000
0	1000000
0	1000000
0	10000000
0	5000000
0	1000000
0	5000000
0	100000
0	10000000
0	1000000
0	1000000
0	100000
0	5000000
0	1000000
0	100000
0	50000000
0	5000000
0	100000
0	1000000
0	5000000
0	1000000
0	10000000
0	10000000
0	1000000
4.99 	100000
4.99 	100000
0	10000000
0	50000
0	5000000
0	5000000
0	5000000
0	100000
0	100000
0	1000000
0	500000
0	100000
0	500000
0	500000
0	1000000
0	1000000
0	1000000
0	100000
0	100000
0	1000000
0	1000000
0	10000000
0	10000000
0	100000
0	100000
0	5000000
0	50000
0	1000000
0	1000000
0	500000
0	10000000
0	10000000
0	50000
0	5000000
0	5000000
0	5000000
0	100000
0	100000
0	1000000
0	500000
0	100000
0	500000
0	500000
0	1000000
0	1000000
0	1000000
0	100000
0	100000
0	1000000
0	1000000
0	1000000
0	5000000
0	1000000
0	10000000
0	10000000
0	1000000
4.99 	100000
4.99 	100000
0	50000000
0	100000000
0	5000000
0	10000
0	1000000
0	10000000
0	500000
0	1000000
0	500000
0	50000
0	50000
0	50000
0	1000000
0	10000
0	10000
0	10000
0	10000
0	10000
0	100000
0	5000000
0	100000
0	1000000
0	100000
0	1000000
0	1000000
0	1000000
0	1000000
0	100000
0	5000000
0	50000
0	100000
0	10000
0	10000
0	5000
0	500000
0	1000000
0	5000
0	1000
0	5000000
0	10000
0	50000
0	1000000
0	100000
0	1000000000
0	1000000000
0	10000000
0	1000000000
0	100000000
0	1000000000
0	1000000000
0	500000000
0	5000000
0	100000000
0	100000000
0	100000000
0	500000000
0	50000000
0	5000000
0	5000000
0	100000000
0	10000000
0	10000000
0	10000000
0	10000000
0	100000000
0	1000000
0	1000000
0	10000000
0	5000000
0	10000000
0	10000000
0	100000000
0	5000000
0	100000000
0	100000000
0	10000000
0	1000000
0	100000000
0	100000000
0	500000000
0	10000000
0	1000000
0	100000
0	10000000
0	10000000
0	10000000
0	500000000
0	5000000
0	5000000
0	1000000000
0	1000000000
0	500000000
0	10000000
0	500000000
0	1000000000
0	10000000
0	5000000
0	50000000
0	100000000
0	1000000000
0	100000000
0	100000000
0	10000000
0	100000000
0	100000000
0	1000000
0	10000000
0	10000000
0	10000000
0	10000000
0	10000000
0	500000000
0	10000000
0	1000000
0	100000000
0	100000000
0	1000000
0	1000000
0	10000000
0	1000000000
0	100000000
0	50000000
0	10000000
0	100000000
0	1000000
0	100000000
0	50000000
0	100000000
0	500000000
0	1000000
0	1000000
0	1000000
0	10000000
0	500000
0	500000
3.99 	100000
